Page,0,1,2,3,4,5,6,7,8,9,10,11,12
30,11,21초40~21초79,23초40~23초79,,,,,,,,,,
30,9,21초80~22초19,23초80~24초19,,,,,,,,,,
30,7,22초20~22초59,24초20~24초59,,,,,,,,,,
30,5,22초60~22초99,24초60~24초99,,,,,,,,,,
30,3,23초00~23초39,25초00~25초39,,,,,,,,,,
30,1,23초40이상,25초40이상,,,,,,,,,,
30,배점,"남자
(cm)","여자
(cm)",,,,,,,,,,
30,33,280이상,230이상,,,,,,,,,,
30,32,275~279,225~229,,,,,,,,,,
30,31,270~274,220~224,,,,,,,,,,
30,30,265~269,215~219,,,,,,,,,,
30,29,260~264,210~214,,,,,,,,,,
30,28,255~259,205~209,,,,,,,,,,
30,27,250~254,200~204,,,,,,,,,,
30,26,245~249,195~199,,,,,,,,,,
30,25,240~244,190~194,,,,,,,,,,
30,24,235~239,185~189,,,,,,,,,,
30,23,230~234,180~184,,,,,,,,,,
30,22,225~229,175~179,,,,,,,,,,
30,21,220~224,170~174,,,,,,,,,,
30,20,215~219,165~169,,,,,,,,,,
30,19,210~214,160~164,,,,,,,,,,
30,18,205~209,155~159,,,,,,,,,,
30,17,200~204,150~154,,,,,,,,,,
30,16,195~199,145~149,,,,,,,,,,
30,15,190~194,140~144,,,,,,,,,,
30,14,185~189,135~139,,,,,,,,,,
30,13,180~184,130~134,,,,,,,,,,
30,12,175~179,125~129,,,,,,,,,,
30,11,170~174,120~124,,,,,,,,,,
30,10,165~169,115~119,,,,,,,,,,
30,9,160~164,110~114,,,,,,,,,,
30,8,155~159,105~109,,,,,,,,,,
30,7,150~154,100~104,,,,,,,,,,
30,6,145~149,95~99,,,,,,,,,,
30,5,140~144,90~94,,,,,,,,,,
30,4,135~139,85~89,,,,,,,,,,
30,3,130~134,80~84,,,,,,,,,,
30,2,125~129,75~79,,,,,,,,,,
30,1,124이하,74이하,,,,,,,,,,
31,배점,"남자
(m)","여자
(m)",,,,,,,,,,
31,33,11.5이상,9.0이상,,,,,,,,,,
31,31,11.1~11.4,8.7~8.9,,,,,,,,,,
31,29,10.7~11.0,8.4~8.6,,,,,,,,,,
31,27,10.3~10.6,8.1~8.3,,,,,,,,,,
31,25,9.9~10.2,7.8~8.0,,,,,,,,,,
31,23,9.5~9.8,7.5~7.7,,,,,,,,,,
31,21,9.1~9.4,7.2~7.4,,,,,,,,,,
31,19,8.7~9.0,6.9~7.1,,,,,,,,,,
31,17,8.3~8.6,6.6~6.8,,,,,,,,,,
31,15,7.9~8.2,6.3~6.5,,,,,,,,,,
31,13,7.5~7.8,6.0~6.2,,,,,,,,,,
31,11,7.1~7.4,5.7~5.9,,,,,,,,,,
31,9,6.7~7.0,5.4~5.6,,,,,,,,,,
31,7,6.3~6.6,5.1~5.3,,,,,,,,,,
31,5,5.9~6.2,4.8~5.0,,,,,,,,,,
31,3,5.5~5.8,4.5~4.7,,,,,,,,,,
31,1,5.4이하,4.4이하,,,,,,,,,,
32,종목,평가내용,,,,,,,,,,,
32,검도,"-  기본치기
  -  본  (본국검법)
  -  타격대치기
  -  타격대  공격연습",,,,,,,,,,,
32,골프,"-  드라이버  샷  (드라이버)
  -  아이언  샷  (아이언  7번)
  -  어프로치  샷  (PW  또는  AW)",,,,,,,,,,,
32,농구,"-  골밑슛
  -  패스
  -  드리블  후  드라이빙  레이업  슛
  -  점프슛과  자유투",,,,,,,,,,,
32,배드민턴,"-  랠리
  -  연결동작",,,,,,,,,,,
32,수영,"-  개인혼영  200m(접영  25m,  배영  25m,  평영  50m,  자유형  100m)",,,,,,,,,,,
32,유도,"-  낙법
  -  기본기술",,,,,,,,,,,
32,축구,"-  리프팅 
  -  패스 
  -  트래핑 
  -  드리블 
  -  슈팅",,,,,,,,,,,
32,태권도,"-  기본  발차기 
  -  응용  발차기 
  -  연속  발차기 
  -  품새",,,,,,,,,,,
34,모집단위,모집인원,세부전공,세부전공별  모집인원,,,,,,,,,
34,교회음악과,17명,오르간  전공,9명,,,,,,,,,
34,,,하프시코드  전공,2명,,,,,,,,,
34,,,합창지휘  전공,"남  3명,  여  3명",,,,,,,,,
34,*성악과,24명,성악  전공,"남  12명,  여  12명",,,,,,,,,
34,*피아노과,20명,피아노  전공,20명,,,,,,,,,
34,*관현악과,22명,"현악,  하프  전공","바이올린
10명
콘트라베이스
2명","비올라
4명
하프
1명","첼로
5명",,,,,,,
34,,18명,관악  전공,"플루트
2명
바순
2명
트럼펫
2명
튜바
1명","오보에
2명
알토색소폰
1명
테너트롬본
2명
타악기
1명","클라리넷
2명
혼
2명
베이스트롬본
1명",,,,,,,
34,*작곡과,19명,작곡  전공,19명,,,,,,,,,
34,교회음악과,,"일괄합산  전형:  전공별로  실기평가  결과의  총점(700점)  순으로  모집인원의  상위  150%에  대해서만 
대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함",,,,,,,,,,
34,성악과,,"1단계:  예심  실기평가  총점  순으로  모집인원의  300%를  본심  실기평가  대상자로  선발함
2단계:  대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함",,,,,,,,,,
34,피아노과,,"1단계:  예심  실기평가  총점  순으로  모집인원의  200%를  본심  실기평가  대상자로  선발함
2단계:  대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함",,,,,,,,,,
34,관현악과,"현악,  하프전공","1단계:  예심  실기평가  총점  순으로  모집인원의  200%를  본심  실기평가  대상자로  선발함
            (단,  전공  부문별  모집인원이  1명인  전공은  모집인원의  300%를  본심  실기평가  대상자로  선발함)
2단계:  전공별로  대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함",,,,,,,,,,
34,,관악전공,일괄합산  전형:  전공별로  대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함,,,,,,,,,,
34,작곡과,,일괄합산  전형:  대학수학능력시험(300점)  +  실기평가(700점)의  총점  순으로  최종합격자를  선발함,,,,,,,,,,
37,구분,‘가’군,,,,,,,‘나’군,합계,비고,,
37,,유형  Ⅰ,유형  Ⅱ,,,,유형  Ⅲ,,유형 Ⅳ,,,,
37,,인문,자연,의예,치의예,약학,"통합
(생활과학대/
간호대)",체능,예능,,,,
37,"연세한마음
학생",40,34,1,1,3,3,1,-,83,"선택  가능한  모집단위별  정원의  최대 
5%  이내로  선발하며  총  83명  이내
로  선발  (소수점  이하  버림.  단,  1명 
미만일  경우  1명으로  함)",,
37,농어촌학생,40,36,1,1,2,3,2,2,87,"선택  가능한  모집단위별  정원의  최대 
5%  이내로  선발하며  총  87명  이내
로  선발  (소수점  이하  버림.  단,  1명 
미만일  경우  1명으로  함)",,
37,"특성화고교
졸업자",12,10,-,-,-,2,-,-,24,"선택  가능한  모집단위별  1명  이내로 
선발하며,  해당  모집단위  전체에서 
24명  이내로  선발",,
37,"특수교육
대상자",-,-,-,-,-,-,○,○,약간  명,,,
37,"유형  Ⅰ
(인문)","국어,  수학,  영어,
사회탐구/과학탐구/직업탐구ⓑ,  한국사",사회탐구  과목  응시  시  해당  과목의  탐구변환점수에  3%  가산점  추가ⓒ,,,,,,,,,,
37,"유형  Ⅱ
[자연(의예  포함)]",,과학탐구  과목  응시  시  해당  과목의  탐구변환점수에  3%  가산점  추가ⓒ,,,,,,,,,,
37,"유형  Ⅲ
(통합)",,별도  가산점  없음,,,,,,,,,,
38,"유형  Ⅰ(인문),
유형  Ⅱ[자연(의예  제외)],
유형  Ⅲ(통합)",일괄합산,100%,"1,000",-,"1,000",,,,,,,
38,유형  Ⅱ(의예),"1단계
단계별 전형 
2단계","300%
100%","900
900","-
100","900
1,000",,,,,,,
38,,,,,,,,,,,,,
39,수능  유형,"대학수학능력시험
탐구ⓐ
국어
수학
영어
반영성적
사회
과학
직업ⓑ",,,,,,,,,,,
39,"유형  Ⅰ
(인문)",300ⓒ,200,100ⓓ,200,"1,000
(총점×1,000/800)",,,,,,,
39,"유형  Ⅱ
[자연(의예  제외)]",200,300ⓔ,,300ⓕ,"1,000
(총점×1,000/900)",,,,,,,
39,"유형  Ⅱ
(의예)",,,,"300ⓕ
-",900,,,,,,,
39,"유형  Ⅲ
(통합)",200,200,,100ⓖ,"1,000
(총점×1,000/600)",,,,,,,
41,구분,연세한마음학생,농어촌학생,특수교육대상자,,,,,,,,,
41,체육교육학과,-,1,○,,,,,,,,,
41,스포츠응용산업학과,1,1,,,,,,,,,,
41,합계,1,2,약간  명,,,,,,,,,
43,구분,농어촌학생,특수교육대상자,,,,,,,,,,
43,교회음악과,2,○,,,,,,,,,,
43,성악과,,,,,,,,,,,,
43,피아노과,,,,,,,,,,,,
43,관현악과(현악),,,,,,,,,,,,
43,관현악과(관악),,,,,,,,,,,,
43,작곡과,,,,,,,,,,,,
43,합계,2,약간  명,,,,,,,,,,
46,3.0,0.0013,1.5,0.0668,0.0,0.5000,-1.5,0.9332,,,,,
46,2.9,0.0019,1.4,0.0808,-0.1,0.5398,-1.6,0.9452,,,,,
46,2.8,0.0026,1.3,0.0968,-0.2,0.5793,-1.7,0.9554,,,,,
46,2.7,0.0035,1.2,0.1151,-0.3,0.6179,-1.8,0.9641,,,,,
46,2.6,0.0047,1.1,0.1357,-0.4,0.6554,-1.9,0.9713,,,,,
46,2.5,0.0062,1.0,0.1587,-0.5,0.6915,-2.0,0.9772,,,,,
46,2.4,0.0082,0.9,0.1841,-0.6,0.7257,-2.1,0.9821,,,,,
46,2.3,0.0107,0.8,0.2119,-0.7,0.7580,-2.2,0.9861,,,,,
46,2.2,0.0139,0.7,0.2420,-0.8,0.7881,-2.3,0.9893,,,,,
46,2.1,0.0179,0.6,0.2743,-0.9,0.8159,-2.4,0.9918,,,,,
46,2.0,0.0228,0.5,0.3085,-1.0,0.8413,-2.5,0.9938,,,,,
46,1.9,0.0287,0.4,0.3446,-1.1,0.8643,-2.6,0.9953,,,,,
46,1.8,0.0359,0.3,0.3821,-1.2,0.8849,-2.7,0.9965,,,,,
46,1.7,0.0446,0.2,0.4207,-1.3,0.9032,-2.8,0.9974,,,,,
46,1.6,0.0548,0.1,0.4602,-1.4,0.9192,-2.9,0.9981,,,,,
46,,,,,,,-3.0,0.9987,,,,,
47,국어,공통과목,"국어,  국어Ⅰ,  국어Ⅱ",,,,,,,,,,
47,,일반선택,"화법과  작문,  독서와  문법,    문학","화법과  작문Ⅰ/Ⅱ,  독서와  문법Ⅰ/Ⅱ,   
문학Ⅰ/Ⅱ  포함",,,,,,,,,
47,,진로선택,기타  과목,,,,,,,,,,
47,수학,공통과목,"기초수학,  수학,  수학Ⅰ",,,,,,,,,,
47,,일반선택,"수학Ⅱ,  미적분Ⅰ,  미적분Ⅱ,  확률과  통계",,,,,,,,,,
47,,진로선택,기타  과목,,,,,,,,,,
47,영어,공통과목,"기초영어,  영어",,,,,,,,,,
47,,일반선택,"영어Ⅰ,  영어Ⅱ,  실용영어Ⅰ,  실용영어Ⅱ, 
영어회화,  영어독해와  작문,  실용  영어회화, 
실용  영어독해와  작문",,,,,,,,,,
47,,진로선택,기타  과목,,,,,,,,,,
47,"사회
(역사·도덕
포함)",공통과목,"사회,  도덕,  한국사",한국사Ⅰ/Ⅱ  포함,,,,,,,,,
47,,일반선택,"한국지리,  세계지리,  세계사,  동아시아사,  경제,
법과  정치,  사회·문화,  생활과  윤리,  윤리와  사상",,,,,,,,,,
47,,진로선택,기타  과목,,,,,,,,,,
47,과학,공통과목,과학,과학Ⅰ/Ⅱ  포함,,,,,,,,,
47,,일반선택,"물리Ⅰ,  화학Ⅰ,  생명과학Ⅰ,  지구과학Ⅰ",,,,,,,,,,
47,,진로선택,기타  과목,,,,,,,,,,
49,,,,,,,,,,,,,
49,"무인민원발급기에서
발급한  서류",∙  서류  하단에  「무인민원발급창구용」  표식,,,,,,,,,,,
49,"문서확인번호가
있는  서류","∙  문서확인번호를  통해  발급  내용  진위여부  확인
    ※  전자가족관계등록시스템(http://efamily.scourt.go.kr)에서  발급한  서류는  문서확인번호가  있음에도       
          진위여부  확인이  안  될  경우  재요청을  할  수  있음",,,,,,,,,,,
49,"문서확인번호가
없는  서류","∙  음성서비스  QR을  통해  내용  진위여부  확인
    ※  정부24앱 
>  음성변환서비스  기능을  통해  QR  인식되지  않을  경우,  발급  내용  진위여부  확인이 
불가능함.  반드시  QR  인식이  가능한지  확인  후  제출해야  함",,,,,,,,,,,
49,,,,,,,,,,,,,
49,,,,,,,,,,,,,
50,"아시아,  대양주","뉴질랜드,  니우에,  마샬군도,  모리셔스,  몽골,  바누아투,  브루나이,  사모아,  싱가포르,  오스트레일리아(호주),  인도,  인도네시아,  일본,  중국(마
카오,  홍콩  포함),  쿡아일랜드(쿠크군도),  타지키스탄,  통가,  파키스탄,  팔라우,  피지,  필리핀,  한국",,,,,,,,,,,
50,유럽,"그루지아/조지아,  그리스,  네덜란드,  노르웨이,  덴마크,  독일,  라트비아,  러시아,  루마니아,  룩셈부르크,  리투아니아,  리히텐슈타인,  북마케도
니아,  모나코,  몬테네그로,  몰도바,  몰타,  벨기에,  벨라루스,  보스니아  헤르체고비나,  불가리아,  사이프러스/키프로스,  산마리노,  세르비아,  스
웨덴,  스위스,  스페인,  슬로바키아,  슬로베니아,  아르메니아,  아이슬란드,  아일랜드,  아제르바이잔,  안도라,  알바니아,  에스토니아,  영국,  오스
트리아,  우즈베키스탄,  우크라이나,  이탈리아,  체코,  카자흐스탄,  코소보,  크로아티아,  키르키즈스탄,  튀르키예,  포르투갈,  폴란드,  프랑스,  핀
란드,  헝가리",,,,,,,,,,,
50,북미,"미국(괌,  마우리제도,  사이판,  푸에르토리코  포함),  캐나다",,,,,,,,,,,
50,중남미,"가이아나,  과테말라,  그레나다,  니카라과,  도미니카공화국,  도미니카연방,  멕시코,  바베이도스,  바하마,  베네수엘라,  벨리즈,  볼리비아,  브라
질,  세인트루시아,  세인트빈센트,  세인트키츠네비스,  수리남,  아르헨티나,  앤티가바부다,  에콰도르,  엘살바도르,  온두라스,  우루과이,  칠레,  코
스타리카,  콜롬비아,  트리니다드토바고,  파나마,  페루,  파라과이,  자메이카",,,,,,,,,,,
50,아프리카,"나미비아,  남아프리카공화국,  라이베리아,  레소토,  말라위,  보츠와나,  상투메프린시페,  세네갈,  세이셸,  에스와티니,  카보베르데,  브룬디,  튀니
지,  르완다",,,,,,,,,,,
50,중동,"모로코,  바레인,  사우디아라비아,  오만,  이스라엘",,,,,,,,,,,
51,"입학
성적
우수","연세특별
장학금","∙  등록금  전액,  정규  2개  학기  동안  지원
∙  계속수혜조건:  직전학기  15학점  이상  이수,  평량평균  3.5  이상
(단,  이수학점이나  평량평균  미달  시  장학금을  지급하지  않고 
장학생  자격  상실됨)","∙  선발인원:  입학정원  3%  이내
∙  수시모집  및  정시모집  신입생을  대상으로  서류평가,  논술
시험,  전형  총점,  대학수학능력시험,  기타  특기  적성  등의 
측면에서  지원자의  잠재력을  종합적으로  고려하여  최우수
학생을  선발(예·체능계열,  의예과,  치의예과,  간호학과,  언
더우드국제대학,  글로벌인재대학  소속학과  제외)",,,,,,,,,
51,,"연세
우수학생
프로그램
장학금","∙ 등록금  전액,  8학기  지원
∙ 기숙사  입사  시  기숙사비  지원
∙ 개인별  지도교수  배정
∙ 계속수혜조건:  직전학기  평량평균  3.5  이상(단,  총3회  미달 
시  장학생  자격  상실됨)","∙ 일정한  분야에서  탁월한  능력이나  소질을  가진  학생이  각자의 
소질과  능력을  최대한  계발할  수  있도록  교육하고  지원
∙ 입학성적  우수자  중  별도의  과정을  거쳐  선발",,,,,,,,,
51,"입학
전형","연세한마음
장학금","∙  등록금  전액,  정규학기  지원
∙  매  학기  교재비  및  생활비  지원  [단,  총지원액에는  한국장학
재단에서  지원하는  국가장학금 
I·II  유형이  포함되며,  연세한
마음  장학생은  매  학기  국가장학금을  신청해야  함]
∙  계속수혜조건:  가계경제  상황이  차상위계층  이하로  유지되며, 
직전학기  12학점  이상  이수,  평량평균  1.75  이상이고,  국가
장학금 
I유형  신청한  자(단,  이수학점이나  평량평균  미달  시 
다음  학기  장학금을  지급하지  않고  총  3회  미달  시  장학생  자
격  상실됨)","∙  수시모집  기회균형(국민기초생활수급자에  한함)  및  정시모
집  연세한마음  전형  입학자
∙  매  학기  국가장학금을  신청하여야  하며  미신청  시  지원불
가(단,  첫  학기  제외)
  ※  수시  및  정시  모집에서  위  해당  전형  외로  합격한  국민
기초생활수급자의  경우  「연세장학금」을  통한  장학금  수
혜  가능",,,,,,,,,
51,,보훈장학금,"∙  등록금  전액
∙  계속수혜조건:  직전학기  백분위  성적  70점  이상(단,  백분위 
성적  미달  시  다음  학기  장학금을  지급하지  않음)","∙ 
'국가유공자  등  예우  및  지원에  관한  법률'이  규정하는  요
건을  충족하는  국가유공자  본인,  자녀  및  독립유공자  손자
녀(단,  보훈청에서 
‘대학수업료등면제자증명서’를  발급받아 
학생복지처  학생지원팀에  제출한  자에  한함)",,,,,,,,,
51,,"북한이탈
주민지원
장학금","∙  등록금  전액
∙  계절학기  3학점  수강료  및  매학기  교재비  20만원  추가  지원
∙  계속수혜조건:  직전학기  백분위  성적  70점  이상(단,  북한이
탈주민  자녀의  경우  1회,  본인의  경우  연속  2회  백분위  성
적  미달  시  다음  학기  장학금을  지급하지  않음)","∙  '북한이탈주민의  보호  및  정착지원에  관한  법률'이  규정하
는  요건을  충족하는  북한이탈주민에게  등록금  전액  지원
(단,  관할  구청에서  ‘교육보호대상자증명서’를  발급받아  학
생복지처  학생지원팀에  제출한  자에  한함)",,,,,,,,,
52,"한국
장학
재단
연계","국가장학금
I·II  유형","∙  매  학기  한국장학재단(http://www.kosaf.go.kr)의  국가장학
금(I·II  유형)  신청  후  소득분위  결과에  따라  일정금액의  장학
금  지원","Ÿ 경제적인  이유로  중도에  학업을  포기하는  것을  방지하여 
소외계층의  고등교육기회를  보장하고자  한국장학재단에서 
지원
Ÿ 선발기준  :  매  학기  사업안내  참조  확인
Ÿ 신청  필수(한국장학재단에서  신청)",,,,,,,,,
52,,"연세
장학금","∙  매  학기  한국장학재단(http://www.kosaf.go.kr)  국가장학금
을  신청한  학생으로  소득분위에  따라  국가장학금Ⅰ․Ⅱ유형을 
포함하여  일정액  지원","Ÿ 한국장학재단의  국가장학금  성적기준을  충족한  일정  소득
분위  이하인  자
Ÿ 신청  불필요(국가장학금  신청자  중  학교  자체  선발)",,,,,,,,,
52,,"국가우수
장학금
(인문100년)","∙  등록금  전액,  정규학기  지원
∙  계속수혜조건:  매  학기  사업안내  참조  확인","Ÿ 한국장학재단에서  선발하여  정규학기  동안의  등록금  전액(입학금 
포함)  및  교재비  지원
Ÿ 신청  필수(한국장학재단에서  신청)",,,,,,,,,
52,,"국가우수
장학금
(이공계)","∙  등록금  전액,  정규학기  지원
∙  계속수혜조건:  매  학기  사업안내  참조  확인","Ÿ 수능성적우수자와  수시입학성적우수자에게  한국장학재단에서  선
발하여  정규학기  동안의  등록금  전액(입학금  포함)  지원
Ÿ 신청  불필요(학교  자체  선발)",,,,,,,,,
52,"단과
대학","대학배정
장학금
(진리/자유
장학금)","∙  매  학기  대학배정  장학금을  신청한  재학생으로  등록금  전액, 
반액,  1/3,  기타  금액  등  각  학과에  배분된  예산에  맞춰 
지급","∙ 진리장학금:  직전  학기  이수학점이  12학점  이상이며  학업
성적이  평량평균  2.5  이상인  성적이  우수한  학생으로서  각 
대학에서  추천된  자
∙  자유장학금:  직전  학기  이수학점이  12학점  이상이며  학업
성적이  평량평균  2.5  이상인  경제적으로  어려운  학생으로
서  각  대학에서  추천된  자",,,,,,,,,
52,,"블루
버터플라이
장학금","∙  등록금  전액,  정규학기  지원
∙  교환학생  파견  시  최대  1년간  1천만원  지원 
∙  계속수혜조건
  1)  직전학기  12학점  이상  이수,  평량평균  3.3  이상(단,  이수
학점이나  평량평균  미달  시  경고  조치,  재발생  시  다음  학
기부터  장학금  미지급)
  2)  한국장학재단  국가장학금  신청  후  신청  지원서  제출
        (제출처:  상경대학/경영대학  행정팀)","∙  수시  및  정시모집  경영학과,  경제학부  및  응용통계학과  합
격자  가운데  각  대학  행정팀으로  해당  장학금을  신청한 
학생  중  학비마련에  재정적  도움이  필요한  학생  선발",,,,,,,,,
52,기타,"신문고
장학금",∙  학생복지처장이  정하는  금액,"∙  장학신문고  제도를  이용한  학생  중  경제적  어려움  등의 
사유로  학생복지처장이  추천하는  자",,,,,,,,,
52,,"우수선수
장학금",∙ 체육위원장이  정한  금액  지원,∙  우수한  체육선수  중  체육위원장이  추천하는  자,,,,,,,,,
52,,근로장학금,"∙  교내  각  부서에  배치되어  근무한  자에게  장학위원회에서  정
한  금액을  지급(단,  근로장학생은  배정된  부서에서  학기  중
에  120시간의  근무를  해야  함)","∙  교내근로장학금을  신청한  직전학기  학업성적이  평량평균 
1.75  이상인  재적생으로서  학생복지처장이  선발(단,  의/
치/간호대  소속학생  제외)",,,,,,,,,
52,,"국가고시
장학금",∙  장학위원회에서  정하는  금액,"∙  재적  중  국가고시(5급공개  경쟁채용시험  등,  입법고시,  외
교관후보자  선발시험)의  1차  시험에  합격한  자와  공인회계
사시험,  변리사시험에  최종  합격한  자  중  국가고시  지원센
터  소장이  추천하는  자에게  고시  종류  및  횟수와  관계없
이  재학  중  1회  지급(단,  합격증  사본을  학생복지처  경력
개발팀  국가고시  지원센터에  제출해야  함)",,,,,,,,,
52,,봉사장학금,∙  학생복지처장이  정하는  금액,"∙  총학생회  및  학생자치기구에서  봉사활동을  통해  학교발전
에  기여하고  있는  학생으로서  학업성적이  평량평균  1.75
이상인  자(단,  의/치/간호대  소속학생  제외)",,,,,,,,,
53,,평화장학금,∙  신문방송편집인이  정하는  금액,"∙  대학언론사에서  활동하는  학생  중  신문방송편집인이  추천
하는  학생으로서  직전학기  학업성적이  평량평균  2.0  이상
인  자(단,  의/치/간호대  소속학생  제외)",,,,,,,,,
53,,"국가근로
장학금",∙  한국장학재단이  정하는  금액,"∙  대한민국  국적자로서  직전학기  백분위  성적  70점  이상이
며  한국장학재단에서  정한  일정  소득분위  이하인  국가근로
장학금을  신청한  학생을  학생복지처  학생지원팀에서  선발",,,,,,,,,
53,,기금장학금,∙  장학기금을  재원으로  지급하는  장학금으로  대학배정장학금  지급기준에  준하여  지급,,,,,,,,,,
53,,교외장학금,"∙  용운장학재단,  일주학술문화재단  등  교외장학재단으로부터  학교  추천이나  장학재단  지정에  따라  장학금을  지급",,,,,,,,,,
58,지원  모집단위,,학과(학부/전공),,,,,,,,,,
58,"전형구분  및
지원자격요건",,"※  해당  자격  요건에  ∨  표시함  (아래의  자격  요건을  모두  충족시킬  경우  “초·중·고등학교  전  교육과정  농어촌  지역  이수자” 
지원자격에  ∨  하고  해당  지원자격  서류를  제출하는  것을  원칙으로  함)
      [      ]  초·중·고교  전  교육과정  [아래의  ②의  ‘(1)항’  지원자격]
      [      ]  중·고교  전  교육과정  [아래의  ②의  ‘(2)항’  지원자격]",,,,,,,,,,
58,성              명,,"주민등록번호
―",,,,,,,,,,
58,지 원 자 격 확 인,"지  원  자  격(①,  ②내용을  모두  충족해야  함)",,,,,,,,,,,
58,,"①  고등학교  졸업자  또는  2025년  2월  졸업예정자 
②  아래의  (1)항~(2)항  중  어느  하나에  해당하는  자
  (1)  ｢지방자치법｣  제3조에  의한  읍·면(광역시,  도,  도·농  통합시의  관할구역  안에  두는  읍·면)  또는  ｢도서·벽지  교육진흥법  시행규칙｣  제2조에 
따른  도서·벽지  소재  초·중·고등학교의  전  교육과정을  이수하고  초·중·고등학교  재학  기간  중  본인이  읍·면·도서·벽지에서  거주한  자
  (2)  ｢지방자치법｣  제3조에  의한  읍·면(광역시,  도,  도·농  통합시의  관할구역  안에  두는  읍·면)  또는  ｢도서·벽지  교육진흥법  시행규칙｣  제2조에 
따른  도서·벽지  소재  중·고등학교의  전  교육과정을  이수하고  중·고등학교  재학  기간  중  본인과  그의  부·모  모두가  읍·면·도서·벽지에서  거
주한  자",,,,,,,,,,,
58,재 학 사 항,재학기간,,학교명,학교  주소,,,,,,,,
58,,~,,,도(시)                군(구)                읍ㆍ면(동),,,,,,,,
58,,~,,,도(시)                군(구)                읍ㆍ면(동),,,,,,,,
58,,~,,,도(시)                군(구)                읍ㆍ면(동),,,,,,,,
58,,~,,,도(시)                군(구)                읍ㆍ면(동),,,,,,,,
58,,~,,,도(시)                군(구)                읍ㆍ면(동),,,,,,,,
58,,"※  작성  방법:  재학기간은  초등학교  1학년  ~  고등학교  3학년  전교육과정에  대하여  학교생활기록부에  기재된  날짜  기준으로  년,  월,  일  단위로  정확하게  작성하
고  학교  주소를  읍ㆍ면  단위까지  기재한다.",,,,,,,,,,,
58,"상기  내용은  사실과  같으며,  위  학생을  귀  대학교의  농어촌학생  지원  대상자로  확인합니다. 
20        년          월            일
지원자    성명:                            (인  또는  서명)
                고등학교장    [직  인]
연세대학교  총장  귀하",,,,,,,,,,,,
59,,지원  모집단위                                     학과(학부/전공),,,,,,,,,,,
59,"지  원  자
성        명",(인),,,"주민등록번호
―",,,,,,,,
59,집전화번호,,,,휴대전화번호,,,,,,,,
59,"출신고교
및
재학기간",학      교      명,,,교과  과정,,,재  학  기  간,,,,,
59,,고등학교,,,전공,,,"년            월  부터
년            월  까지",,,,,
59,,고등학교,,,전공,,,"년            월  부터
년            월  까지",,,,,
59,고교전화,고교팩스,,,,,,,,,,,
59,"지  원  자
동일계열
이수판단
근    거","▪  지원  모집단위와  관련된  전문교과를  기재하고  동일계열  이수의  판단  근거를  작성하여  주시기  바랍니다.
 
※  지원  모집단위와  관련된  전문교과는  동일계열  이수  확인서  등의  서류와  관련  자료를  검토하여  우리대학교에서 
인정  여부를  엄격히  판정함",,,,,,,,,,,
59,,,학년/학기,교과목명,,단위수,학년/학기,,교과목명,단위수,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,동일계열  이수  판단근거,,,,,,,,,,
59,,,,,,,,,,,,,
59,,,,,,,,,,,,,
59,"위  학생은  특성화고등학교  교육과정을  이수하고  졸업한  자  또는  2025년  2월  졸업예정자로서,  귀  대학의  상기  지원  모집단위와 
관련된  전문교과를  30단위  이상  이수하였음을  확인합니다.
20    년            월              일
                고등학교장    [직  인]
  연세대학교  총장  귀하",,,,,,,,,,,,
60,지원  모집단위,학과(학부/전공),,,,,,,,,,,
60,전  형,☑  고른기회전형  [특수교육대상자],,,,,,,,,,,
60,지원자격요건,"∙  국내·외  고등학교  졸업자(2025년  2월  졸업예정자  포함)  또는  법령에  의하여  고등학교  졸업  이상의  학력이  있다고 
인정된  자(고등학교  졸업학력  검정고시  합격자  포함)로서  다음  중  하나에  해당하는  자
    -  「장애인복지법」  제32조에  의하여  장애인  등록을  필한  장애  정도가  심한  장애인(종전  1~3급)
    -  「국가유공자  등  예우  및  지원에  관한  법률」  제4조  등에  의한  상이등급자로  등록(1급부터  6급까지만  인정)되어 
있는  자",,,,,,,,,,,
60,성              명,"주민등록번호
―",,,,,,,,,,,
60,"장애정도
판정결과","1.  최초  판정  결과
     
  2.  재판정  결과 
     
      ※  전산  상  기재된  재판정일  및  재판정  시  장애정도를  기재하여  주시기  바랍니다.",,,,,,,,,,,
60,,,최초  장애인등록일,,장애정도,재판정  여부,,,,,,,
60,,,년        월        일,,"□  심한(종전  1~3등급)
□  심하지  않은(종전  4~6등급)","□  영구  재판정  제외  대상
□  재판정  대상
-  재판정  기한:",,,,,,,
60,,,,,,,,,,,,,
60,,,재판정일,,장애정도,재판정  여부,,,,,,,
