Page,0,1,2,3,4,5,6,7,8,9,10,11
22,,경영대학,인문,기술경영학과,1,,,,,,,
22,,수의과대학,자연,수의예과,1,,,,,,,
22,가군 총합계,,,,18,,,,,,,
22,다 군,공과대학,자연,전기전자공학부,3,,,,,,,
22,,,자연,컴퓨터공학부,3,,,,,,,
22,,융합과학기술원,자연,융합생명공학과,1,,,,,,,
22,다군 총합계,,,,7,,,,,,,
22,모 집 군,단과대학,계열,모집단위,인원,,,,,,,
22,나 군,문과대학,인문,국어국문학과,1,,,,,,,
22,,,인문,영어영문학과,2,,,,,,,
22,,,인문,중어중문학과,1,,,,,,,
22,,,인문,철학과,1,,,,,,,
22,,,인문,사학과,1,,,,,,,
22,,,인문,지리학과,1,,,,,,,
22,,,인문,미디어커뮤니케이션학과,1,,,,,,,
22,,,인문,문화콘텐츠학과,1,,,,,,,
22,,이과대학,자연,수학과,1,,,,,,,
22,,,자연,화학과,1,,,,,,,
22,,공과대학,자연,사회환경공학부,3,,,,,,,
22,,,자연,산업공학과,1,,,,,,,
22,,사회과학대학,인문,정치외교학과,1,,,,,,,
22,,,인문,경제학과,2,,,,,,,
22,,,인문,행정학과,2,,,,,,,
22,,,인문,응용통계학과,1,,,,,,,
22,,경영대학,인문,경영학과,2,,,,,,,
22,,부동산과학원,인문,부동산학과,1,,,,,,,
22,,융합과학기술원,자연,첨단바이오공학부,5,,,,,,,
22,,생명과학대학,자연,동물자원·식품과학·유통학부,4,,,,,,,
22,,,자연,환경보건·산림조경학부,4,,,,,,,
22,,,자연,생명과학특성학과,1,,,,,,,
22,,,자연,식량자원과학과,1,,,,,,,
22,나군 총합계,,,,39,,,,,,,
23,대상,,제출서류,,,,,,,,,
23,"국내 정규 고등학교 
졸업(예정)자","학생부 온라인 제공 
동의자","• 서류제출(PDF 업로드) 불필요
   ※  대상: 2022년 2월 ~ 2026년 2월 졸업(예정)자
   ※  2005년 2월 ~ 2021년 2월 졸업자 중 희망자의 경우 온라인 생성  
신청 시스템(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",,,,,,,,,
23,,"학생부 온라인 제공 
미동의자 및 불가자","• 대입전형용 학교생활기록부 1부
• 교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
• 원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
23,"고등학교 졸업학력 
검정고시 출신자1)","검정고시 자료 온라인 제공 
동의자","• 서류제출(PDF 업로드) 불필요
   ※  대상: 2017년 1회차 ~ 2025년 2회차 합격자
   ※  해당 시·도교육청 나이스 검정고시 홈페이지(https://kged.go.kr/)에 접속하여 
대입전형자료 제공 신청",,,,,,,,,
23,,"검정고시 자료 온라인 제공 
미동의자 및 불가자","• 고등학교 졸업학력 검정고시 합격증명서(대입전형용) 1부
• 원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
23,국외 고등학교 출신자1),,"• 국외 고등학교 졸업(예정)증명서 1부
• 국외 고등학교 성적증명서 1부
   ※  국외 고교 출신자 제출서류 안내(p.33) 필독
• 원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
23,대상,제출서류,제출 방법 및 기한,,,,,,,,,
23,"검정고시 및 국외 고등학교 출신자 중 
국내 학교생활기록부가 있는 자※",[대상자만] 국내 고교 학교생활기록부 1부,"• 원서접수 사이트에서 서류제출(PDF 업로드)
• 2025. 12. 29.(월) 10:00 ~  
2026. 1. 2.(금) 17:00",,,,,,,,,
24,"구분
제출서류",,비고,,,,,,,,,
24,국민기초생활보장수급자,국민기초생활보장수급자증명서,"• 지원자 기준으로 발급
• 정부24(www.gov.kr) 또는 행정복지센터 발급",,,,,,,,,
24,"차상위복지급여
수급 중인
차상위계층 학생",차상위계층확인서,"• 행정복지센터 발행 
• 단, 차상위본인부담경감대상자증명서는 국민건강보험공단 발행
   ※  수급(권)자가 지원자 본인이 아닌 경우: 부 또는 모 기준 
가족관계증명서와 주민등록표등본 추가 제출",,,,,,,,,
24,,차상위본인부담경감대상자증명서,,,,,,,,,,
24,,자활근로자확인서,,,,,,,,,,
24,,장애수당대상자확인서,,,,,,,,,,
24,,장애인연금대상자확인서,,,,,,,,,,
24,한부모가족 지원대상자,한부모가족증명서,"• 정부24(www.gov.kr) 또는 행정복지센터 발급
   ※  수급(권)자가 지원자 본인이 아닌 경우: 부 또는 모 기준 
가족관계증명서와 주민등록표등본 추가 제출",,,,,,,,,
25,"모 집 군
단과대학",,"계열
모집단위",,인원,,,,,,,
25,가 군,문과대학,인문,문과대학자유전공학부,4,,,,,,,
25,,이과대학,자연,물리학과,2,,,,,,,
25,,건축대학,자연,건축학부,2,,,,,,,
25,,공과대학,자연,기계·로봇·자동차공학부,3,,,,,,,
25,,,자연,화공·생명·에너지공학부,3,,,,,,,
25,,,자연,재료공학과,1,,,,,,,
25,,,자연,항공우주·모빌리티공학과,1,,,,,,,
25,,,자연,생물공학과,1,,,,,,,
25,,사회과학대학,인문,국제무역학과,2,,,,,,,
25,,경영대학,인문,기술경영학과,2,,,,,,,
25,,수의과대학,자연,수의예과,6,,,,,,,
25,가군 총합계,,,,27,,,,,,,
25,다 군,공과대학,자연,전기전자공학부,4,,,,,,,
25,,,자연,컴퓨터공학부,3,,,,,,,
25,,,자연,융합생명공학과,1,,,,,,,
25,다군 총합계,,,,8,,,,,,,
25,모 집 군,단과대학,계열,"모집단위
인원",,,,,,,,
25,나 군,문과대학,인문,국어국문학과,1,,,,,,,
25,,,인문,영어영문학과,2,,,,,,,
25,,,인문,중어중문학과,1,,,,,,,
25,,,인문,철학과,1,,,,,,,
25,,,인문,사학과,1,,,,,,,
25,,,인문,지리학과,1,,,,,,,
25,,,인문,미디어커뮤니케이션학과,1,,,,,,,
25,,,인문,문화콘텐츠학과,1,,,,,,,
25,,이과대학,자연,수학과,1,,,,,,,
25,,,자연,화학과,1,,,,,,,
25,,공과대학,자연,사회환경공학부,3,,,,,,,
25,,,자연,산업공학과,1,,,,,,,
25,,사회과학대학,인문,정치외교학과,1,,,,,,,
25,,,인문,경제학과,3,,,,,,,
25,,,인문,행정학과,2,,,,,,,
25,,,인문,응용통계학과,1,,,,,,,
25,,경영대학,인문,경영학과,5,,,,,,,
25,,부동산과학원,인문,부동산학과,1,,,,,,,
25,,융합과학기술원,자연,첨단바이오공학부,4,,,,,,,
25,,생명과학대학,자연,동물자원·식품과학·유통학부,5,,,,,,,
25,,,자연,환경보건·산림조경학부,5,,,,,,,
25,,,자연,생명과학특성학과,1,,,,,,,
25,,,자연,식량자원과학과,1,,,,,,,
25,나군 총합계,,,,44,,,,,,,
26,"※	행정구역(읍·면)의	적용	등	세부	기준
	
1.	고등학교(초등학교·중학교)	재학	당시의	행정구역(읍·면)	단위를	기준으로	적용함
	
2.	고등학교(초등학교·중학교)	재학	중에	읍·면이	동으로	행정구역이	개편된	경우,	개편된	동	지역을	읍·면	지역으로	인정함
	
3.		고등학교(초등학교·중학교)	재학	당시	읍·면이었던	행정구역이	졸업	이후	동으로	개편된	경우,	개편된	동	지역을	읍·면	지역으로	
인정함
	
4.	2개	이상의	학교에서	재학한	경우에	해당	학교	모두	반드시	읍·면	지역에	소재하는	학교이어야	하나,	동일한	읍·면	지역이	아니어도	됨
	
5.	지원자의	거주지,	부모의	거주지,	재학한	학교	소재지가	동일한	읍·면	지역	또는	도서·벽지	지역이	아니어도	됨
	
6.		[지원자격	1]	중학교	입학일부터	고등학교	졸업일까지	주민등록표초본	상	본인,	부,	모	중	한	명	이상이	단	하루라도	말소된	기록이	있는	
경우는	지원자격에	해당되지	않음
	
7.		[지원자격	2]	초등학교	입학일부터	고등학교	졸업일까지	주민등록표초본	상	본인이	단	하루라도	말소된	기록이	있는	경우는	지원자격에	
해당되지	않음
	
8.	[지원자격	1]	지원자격	특이자
구분
부모의 이혼
부모의 사망","자격요건
이혼 전 부모의 주소지와 이혼 후의 주민등록 상 지원자 본인의 양육권이 있는 부(모)의 주소지가 농어촌 지역이어야 함
①  부모 모두가 사망한 경우에는 부모 모두가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,  
사망일 이후부터 지원자의 주소지가 농어촌 지역이어야 함
②  부(모)가 사망한 경우에는 부(모)가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,  
지원자 본인과 생존한 부(모)의 주소지가 농어촌 지역이어야 함",,,,,,,,,,
26,,,,,,,,,,,,
26,,,,,,,,,,,,
26,,,,,,,,,,,,
26,,,,,,,,,,,,
27,대상,,제출서류,,,,,,,,,
27,학교생활기록부,"온라인 제공 
동의자","• 서류제출(PDF 업로드) 불필요
  ※  대상: 2022년 2월 ~ 2026년 2월 졸업(예정)자
  ※  2005년 2월 ~ 2021년 2월 졸업자 중 희망자의 경우 온라인 생성  
신청 시스템(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",,,,,,,,,
27,,"온라인 제공 
미동의자 및 불가자","• 대입전형용 학교생활기록부 1부
• 교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
• 원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
27,"[지원자격 1]
중·고등학교
전 교육과정 이수자",가족관계증명서,•지원자 기준,,,,,,,,,
27,,주민등록표초본,"•부, 모, 지원자 기준 각 1부씩, 총 3부
   ※ 주소변동사항 및 상세내역 포함",,,,,,,,,
27,,중학교 학교생활기록부,"•교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급",,,,,,,,,
27,,농어촌학생 지원자격 확인서,"•본교 양식(읍·면 지역을 확인할 수 있도록 지번주소로 작성)
   ※  본교 입학처 홈페이지에 게시된 양식을 다운로드 받아 작성한 후,  
고등학교장 직인 날인한 서류를 스캔하여 PDF 업로드",,,,,,,,,
27,"[지원자격 2]
초·중·고등학교 
전 교육과정 이수자",주민등록표초본,"•지원자 기준
   ※ 주소변동사항 및 상세내역 포함",,,,,,,,,
27,,초·중학교 학교생활기록부,"•교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급",,,,,,,,,
27,,농어촌학생 지원자격 확인서,"•본교 양식(읍·면 지역을 확인할 수 있도록 지번주소로 작성)
   ※  본교 입학처 홈페이지에 게시된 양식을 다운로드 받아 작성한 후,  
고등학교장 직인 날인한 서류를 스캔하여 PDF 업로드",,,,,,,,,
28,구분,"제출서류
비고",,,,,,,,,,
28,부모 이혼,부모 혼인관계증명서,"• 읍·면·동 행정복지센터 또는  
대한민국법원 전자가족관계등록시스템  
(http://efamily.scourt.go.kr)에서 발급 가능",,,,,,,,,
28,,기본증명서(지원자 기준),,,,,,,,,,
28,부(모) 또는 부모 사망,"사망한 부(모)의 기본증명서
※ 2008년 이전 사망 시, 제적등본으로 대체",,,,,,,,,,
28,"수능(농어촌학생) 최종등록자는 고등학교 졸업 시까지 농어촌 지역에 거주해야 하며, 이를 입증하기 위한 서류를 추가 제출해야 함. 
미제출 시 입학 이후라도 입학이 취소될 수 있음
• 대상:  2026년 2월 졸업예정자 
(2025년 기준 고등학교 3학년 / 2025년 12월 및 2026년 1월 졸업예정자 포함)
• 제출기한: 2026. 2. 20.(금)까지(마감일 우편소인 인정)
• 제출서류
구분
[지원자격 1]
중·고등학교 
전 교육과정 이수자
[지원자격 2]
초·중·고등학교 
전 교육과정 이수자
• 제출방법: 입학처로 등기우편 제출(방문 제출 불가)","제출서류
1. 고등학교 졸업증명서
2. 부, 모, 지원자 기준 주민등록표초본 각 1부씩, 총 3부
   ※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세 내역)
1. 고등학교 졸업증명서
2. 지원자 기준 주민등록표초본
   ※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세 내역)",,,,,,,,,,
28,,,,,,,,,,,,
28,,,,,,,,,,,,
28,,,,,,,,,,,,
28,,,,,,,,,,,,
29,대학,"모집단위
계열",,기준학과,,,,,,,,
29,건축대학,건축학부,자연,"토목과, 건축시공과, 조경과, 디자인과, 문화콘텐츠과, 농업토목과, 산업설비과, 
산업안전과",,,,,,,,
29,공과대학,사회환경공학부,자연,"토목과, 건축시공과, 조경과, 디자인과, 문화콘텐츠과, 농업토목과, 환경보건과, 
산업안전과, 산림자원과, 농업기계과",,,,,,,,
29,,기계·로봇·자동차공학부,자연,"기계과, 냉동공조과, 자동차과, 조선과, 항공과, 금속재료과, 세라믹과, 산업설비과, 
전기과, 전자과, 농업기계과, 항해과, 기관과, 정보컴퓨터과, 산업안전과",,,,,,,,
29,,전기전자공학부,자연,"전기과, 전자과, 기계과, 냉동공조과, 자동차과, 조선과, 항공과, 디자인과, 
문화콘텐츠과, 방송·통신과, 정보컴퓨터과, 산업안전과",,,,,,,,
29,,화공·생명·에너지공학부,자연,"화학공업과, 금속재료과, 세라믹과, 산업설비과, 식품가공과, 환경보건과, 
산업안전과, 섬유과",,,,,,,,
29,,컴퓨터공학부,자연,"디자인과, 문화콘텐츠과, 기계과, 방송·통신과, 정보컴퓨터과, 항해과, 전자과, 
산업안전과",,,,,,,,
29,,재료공학과,자연,"화학공업과, 금속재료과, 세라믹과, 산업설비과, 식품가공과, 환경보건과, 
산업안전과, 섬유과",,,,,,,,
29,,항공우주·모빌리티공학과,자연,"기계과, 냉동공조과, 자동차과, 조선과, 항공과, 금속재료과, 세라믹과, 산업설비과, 
전기과, 전자과, 농업기계과, 항해과, 기관과, 정보컴퓨터과, 산업안전과",,,,,,,,
29,,생물공학과,자연,"식품가공과, 환경보건과, 산업안전과, 해양생산과, 수산양식과",,,,,,,,
30,대학,"모집단위
계열
기준학과",,,,,,,,,,
30,사회과학대학,정치외교학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과",,,,,,,,
30,,경제학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 보육과, 
사회복지과, 보건간호과",,,,,,,,
30,,행정학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 보육과, 
사회복지과, 보건간호과",,,,,,,,
30,,국제무역학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과",,,,,,,,
30,,응용통계학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과",,,,,,,,
30,경영대학,경영학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 문화콘텐츠과",,,,,,,,
30,,기술경영학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 해양레저과, 
항해과, 기관과",,,,,,,,
30,부동산과학원,부동산학과,인문,"경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과",,,,,,,,
30,생명과학대학,동물자원·식품과학·유통학부,자연,"농업과, 원예과, 농업기계과, 농업토목과, 동물자원과, 식품가공과, 유통과, 
화학공업과, 해양생산과, 수산양식과",,,,,,,,
30,,환경보건·산림조경학부,자연,"환경보건과, 산업안전과, 농업과, 원예과, 산림자원과, 농업기계과, 농업토목과, 
식품가공과, 조경과",,,,,,,,
30,,식량자원과학과,자연,"농업과, 원예과, 농업기계과, 농업토목과, 식품가공과, 유통과, 화학공업과, 
해양생산과, 수산양식과",,,,,,,,
31,대상,,제출서류,,,,,,,,,
31,학교생활기록부,"온라인 제공 
동의자","• 서류제출(PDF 업로드) 불필요
  ※  대상: 2022년 2월 ~ 2026년 2월 졸업(예정)자
  ※  2005년 2월 ~ 2021년 2월 졸업자 중 희망자의 경우 온라인 생성  
신청 시스템(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",,,,,,,,,
31,,"온라인 제공 
미동의자 및 불가자","• 대입전형용 학교생활기록부 1부
• 교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
• 원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
31,대상,"제출서류
제출방법",,,,,,,,,,
31,"모집단위별 기준학과와 
일치하지 않는 지원자",기준학과 인정 확인서,"※  본교 양식을 입학처 홈페이지에서 다운로드하여 작성한 후,  
출신 고등학교장 직인 날인 후 PDF 업로드",,,,,,,,,
31,"졸업 당시 기준학과가 
설정되어 있지 않았던 지원자",,,,,,,,,,,
32,구분,,제출서류,,,,,,,,,
32,"국내 정규 고등학교 
졸업(예정)자","학생부 온라인 제공 
동의자","•서류제출(PDF 업로드) 불필요
   ※ 대상: 2022년 2월 ~ 2026년 2월 졸업(예정)자
   ※  2005년 2월 ~ 2021년 2월 졸업자 중 희망자의 경우 온라인 생성  
신청 시스템(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",,,,,,,,,
32,,"학생부 온라인 제공 
미동의자 및 불가자","•대입전형용 학교생활기록부 1부
•교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
•원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
32,"고등학교 졸업학력 
검정고시 출신자","검정고시 자료 온라인 제공 
동의자","•서류제출(PDF 업로드) 불필요
   ※ 대상: 2017년 1회차 ~ 2025년 2회차 시험 합격자
   ※  해당 시·도교육청 나이스 검정고시 홈페이지(https://kged.go.kr/)에 접속하여 
대입전형자료 제공 신청",,,,,,,,,
32,,"검정고시 자료 온라인 제공 
미동의 및 불가자","•고등학교 졸업학력 검정고시 합격증명서(대입전형용) 1부
•원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
32,,국내 고교 이수학기가 있는 자*,"•국내 고교 학교생활기록부
•원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
32,"국외 고등학교 
출신자",지원자 전체,"•국외 고등학교 졸업(예정)증명서 1부
•국외 고등학교 성적증명서 1부
   ※ 국외 고교 출신자 제출서류 안내(p.33) 필독
•원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
32,,국내 고교 이수학기가 있는 자*,"•국내 고교 학교생활기록부
•원서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,
32,전형명,대상,제출서류,제출방식,제출기한,,,,,,,
32,수능(농어촌학생),지원자 전체,"농어촌학생 
지원자격 확인서","본교 양식을 입학처 
홈페이지에서 내려받아 
작성 후, 원서접수 
사이트에서 서류제출
(PDF 업로드)","2025. 12. 29.(월) 10:00 ~ 
2026. 1. 2.(금) 17:00",,,,,,,
32,수능(특성화고교졸업자),"지원 모집단위의 
기준학과 미충족자","기준학과 
인정 확인서",,,,,,,,,
32,,"졸업 당시 기준학과가 
설정되어 있지 않았던 지원자",,,,,,,,,,
33,전형,대상,제출서류,기한,,,,,,,,
33,정시 전체 전형,"• 최종등록자 중 원서접수 시  
서류를 PDF로 업로드하여 제출한 자",• PDF로 업로드한 서류 전체,"• 2026. 2. 20.(금)까지
• 마감일 우편소인 인정",,,,,,,,
33,수능(농어촌학생),"• 최종등록자 중 2026년 2월 졸업예정자 
(2025년 기준 고등학교 3학년)","•[지원자격1]
    - 고등학교 졸업증명서
    -  주민등록표초본 
(지원자, 부, 모 기준 각 1부)
       ※  위 서류 모두 졸업일 이후  
발급분으로 제출
•[지원자격2]
    - 고등학교 졸업증명서
    - 주민등록표초본(지원자 기준 1부)
       ※  위 서류 모두 졸업일 이후  
발급분으로 제출",,,,,,,,,
34,구분,국어,수학,"사/과탐
영어
(2과목 반영)",,한국사,,,,,,
34,언어중심(A),40%,30%,20%,10%,감점,,,,,,
34,수리중심(B),30%,40%,20%,10%,감점,,,,,,
34,예체능,45%,(30%),(30%),25%,감점,,,,,,
34,KU자유전공학부,A와 B 모두 적용하여 높은 점수를 반영,,,,감점,,,,,,
34,구분,단과대학,모집단위,영역별 수능성적 반영비율(%),,,,,,,,
34,"언어
중심
(A)",문과대학,"국어국문학과, 영어영문학과, 중어중문학과, 철학과, 사학과, 지리학과, 
미디어커뮤니케이션학과, 문화콘텐츠학과, 문과대학자유전공학부*","국어(40), 수학(30), 영어(10), 
사/과탐(20), 한국사(감점)",,,,,,,,
34,,예술디자인대학,"의상디자인학과–인문계, 매체연기학과*",,,,,,,,,
34,,사범대학,"일어교육과, 교육공학과, 영어교육과",,,,,,,,,
34,"수리
중심
(B)",이과대학,"수학과, 물리학과, 화학과, 이과대학자유전공학부*","국어(30), 수학(40), 영어(10), 
사/과탐(20), 한국사(감점)",,,,,,,,
34,,건축대학,건축학부,,,,,,,,,
34,,공과대학,"사회환경공학부, 기계·로봇·자동차공학부, 전기전자공학부, 
화공·생명·에너지공학부, 컴퓨터공학부, 재료공학과, 
항공우주·모빌리티공학과, 생물공학과, 산업공학과, 공과대학자유전공학부",,,,,,,,,
34,,사회과학대학,"정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 
사회과학대학융합전공학부",,,,,,,,,
34,,경영대학,"경영학과, 기술경영학과",,,,,,,,,
34,,부동산과학원,부동산학과,,,,,,,,,
34,,융합과학기술원,"첨단바이오공학부, 시스템생명공학과, 융합생명공학과, 
융합과학기술원자유전공학부*",,,,,,,,,
35,구분,단과대학,모집단위,영역별 수능성적 반영비율(%),,,,,,,,
35,"수리
중심
(B)",생명과학대학,"동물자원·식품과학·유통학부, 환경보건·산림조경학부, 생명과학특성학과, 
식량자원과학과, 생명과학대학자유전공학부*","국어(30), 수학(40), 영어(10), 
사/과탐(20), 한국사(감점)",,,,,,,,
35,,수의과대학,수의예과,,,,,,,,,
35,,사범대학,수학교육과,,,,,,,,,
35,예체능,예술디자인대학,"커뮤니케이션디자인학과, 산업디자인학과, 의상디자인학과–예체능계, 
리빙디자인학과, 현대미술학과, 영상학과","국어(45), 수학(30), 영어(25), 
사/과탐(30), 한국사(감점)
※  단, 수학과 사/과탐 영역 중 
반영점수가 높은 영역 반영",,,,,,,,
35,,사범대학,"체육교육과, 음악교육과",,,,,,,,,
35,무전공,상허교양대학,KU자유전공학부,"언어중심(A)과 수리중심(B)의 
반영방법을 모두 적용하여 
높은 점수를 반영",,,,,,,,
36,「학교폭력예방 및 대책에 관한 법률」 제17조제1항,감점 비율,,,,,,,,,,
36,제1호 (피해학생에 대한 서면사과),감점 없음,,,,,,,,,,
36,"제2호 (피해학생 신고·고발 학생에 대한 접촉, 협박 및 보복행위의 금지)",20점(2%),,,,,,,,,,
36,제3호 (학교에서의 봉사),30점(3%),,,,,,,,,,
36,제4호 (사회봉사),200점(20%),,,,,,,,,,
36,제5호 (학내외 전문가에 의한 특별교육 이수 또는 심리치료),300점(30%),,,,,,,,,,
36,제6호 (출석정지),500점(50%),,,,,,,,,,
36,제7호 (학급교체),,,,,,,,,,,
36,제8호 (전학),,,,,,,,,,,
36,제9호 (퇴학처분),,,,,,,,,,,
39,전형,전형료,,,,,,,,,,
39,수능(KU일반학생) 인문계/자연계/KU자유전공학부/매체연기학과,"35,000원",,,,,,,,,,
39,수능(KU일반학생) 예체능계,"95,000원",,,,,,,,,,
39,수능(기초생활및차상위),면제,,,,,,,,,,
39,수능(농어촌학생),"35,000원",,,,,,,,,,
39,수능(특성화고교졸업자),"35,000원",,,,,,,,,,
39,반환 사유,반환액,,,,,,,,,,
39,응시자의 착오로 과납한 경우,과납액 전액,,,,,,,,,,
39,본교의 귀책 사유,전형료 전액,,,,,,,,,,
39,천재지변으로 인하여 입학전형에 응시하지 못한 경우,"전형료 전액
※ 단, 해당 사항을 증명할 수 있는 경우만 해당",,,,,,,,,,
39,질병 또는 사고 등으로 의료기관에 입원하여 입학전형에 응시하지 못한 경우,,,,,,,,,,,
39,본인의 사망으로 입학전형에 응시하지 못한 경우,,,,,,,,,,,
40,원서접수 마감 이전,전형료에서 원서접수 수수료를 제외한 금액,,,,,,,,,,
40,원서접수 마감 후 일주일 이내,전형료에서 원서접수 수수료를 제외한 금액의 50%,,,,,,,,,,
40,원서접수 마감 일주일 경과 후 ~ 전형 1일 이전,전형료에서 원서접수 수수료를 제외한 금액의 25%,,,,,,,,,,
40,전형별 고사일 이후,없음,,,,,,,,,,
40,전형(계열),,우선순위,,,,,,,,,
40,"수능(KU일반학생)(인문/자연/KU자유전공학부/매체연기학과), 
수능(농어촌학생), 수능(기초생활및차상위), 수능(특성화고교졸업자)",,"① 대학수학능력시험의 국어영역 성적*이 높은 자
② 대학수학능력시험의 수학영역 성적*이 높은 자
③ 대학수학능력시험의 영어영역 등급이 높은 자",,,,,,,,,
40,수능(KU일반학생)(예체능),"예술디자인대학
(매체연기학과 제외)","① 실기평가 성적이 높은 자
② 대학수학능력시험의 총점이 높은 자
③ 대학수학능력시험의 국어영역 성적*이 높은 자",,,,,,,,,
40,,사범대학,"① 대학수학능력시험의 총점이 높은 자
② 대학수학능력시험의 국어영역 성적*이 높은 자
③ 실기평가 성적이 높은 자",,,,,,,,,
41,장학명,구분,내용,,,,,,,,,
41,상허 1급,대상,장학기준점수 전체 계열 최고득점자,,,,,,,,,
41,,장학혜택,"① 4년간 수업료 전액(수의예과는 6년간)
② 4년간 학업장려비 2,400만원(수의예과는 6년간 3,600만원) <연 600만원>
③ 4년간 기숙사 제공(수의예과는 6년간)
④ 교환학생장학금 500만원
⑤ 본교 일반대학원 석사 및 박사과정 등록금 전액",,,,,,,,,
41,상허 2급,대상,"계열별(자연/공학, 인문/사회, 예체능) 장학기준점수 최고득점자",,,,,,,,,
41,,장학혜택,"① 4년간 수업료 전액(수의예과는 6년간) 
② 4년간 학업장려비 960만원(수의예과는 6년간 1,440만원) <연 240만원>
③ 본교 일반대학원 석사 및 박사과정 등록금 전액",,,,,,,,,
41,상허 3급,대상,"계열별(자연/공학, 인문/사회, 예체능) 장학기준점수 차득점자",,,,,,,,,
41,,장학혜택,4년간 수업료의 75%(수의예과는 6년간),,,,,,,,,
41,상허 4급,대상,단과대학별 장학기준점수 최고득점자,,,,,,,,,
41,,장학혜택,4년간 수업료의 50%(수의예과는 6년간),,,,,,,,,
41,상허 5급,대상,단과대학별 장학기준점수 차득점자,,,,,,,,,
41,,장학혜택,2년간 수업료의 50%(수의예과는 3년간),,,,,,,,,
41,"예술디자인
우수장학",대상,"예술디자인대학 실기대회 디자인 및 미술 분야 총장상 및 금상 수상자 중 시상년도 포함 
4년 이내 입학자",,,,,,,,,
41,,장학혜택,"분야
총장상
금상
수업료 2년간 전액 
수업료 1년간 전액
디자인
수업료 1년간 전액
수업료 1학기 전액
미술",,,,,,,,,
41,장학명,구분,내용,,,,,,,,,
41,건국가족장학,대상,"①  같은 학기에 본교 학부, 대학원에 가족 재학 
(형제 중 1인 이상, 부모 중 1인 이상, 배우자)
②  본교 학부 졸업생 가족(신청자 본인은 학부 재학생에 한함) 
(부모 모두, 부모 중 1인과 형제자매 중 1인, 조부모와 부모 각1인)",,,,,,,,,
41,,장학혜택,1인당 50만원,,,,,,,,,
41,목련장학,대상,"건국대학교 사범대학 부속중학교, 부속고등학교를 모두 졸업한 자
(직전학기 12학점 이수, 평점 2.0 이상 충족 시 계속 장학생 유지)",,,,,,,,,
41,,장학혜택,4년간 수업료 50%,,,,,,,,,
42,구분,내용,,,,,,,,,,
42,신청자격,•3~8학기 등록(진급) 예정자(편입생 포함),,,,,,,,,,
42,신청시기,"•1월, 7월(신청 및 포기기간이 동일)",,,,,,,,,,
42,신청방법,•포탈[학사행정 → 학적 → 제2전공신청/포기 → 다(부)전공신청],,,,,,,,,,
42,선발인원,•학과(전공)의 수용능력을 감안하여 학과(전공)별로 결정,,,,,,,,,,
42,전공학점 이수,다전공,원전공 이수학점,다전공 이수학점,,,,,,,,
42,,,36학점 이상,36학점 이상,,,,,,,,
42,,부전공,원전공 이수학점,부전공 이수학점,,,,,,,,
42,,,51 또는 54학점 이상,21 또는 24학점 이상,,,,,,,,
